np,grid_1,grid_2,grid_4,grid_8,grid_16,grid_32
N2,0.9890818600323229,0.993844814244463,1.0021780361438353,0.9877028421706063,0.9764400217170361,0.9482801016365673
N4,0.9654872597762693,0.979486013190812,1.000362476662198,0.9992756415196115,0.9916396701657186,0.9874815067713668
N8,0.9232802267506314,0.9690978368485794,0.9891434041633564,0.9973619240264884,1.0004619648906685,0.9946809730151087
N16,0.559574820319297,0.9138330232621302,0.9602851308782941,0.9782083931782796,0.9926358247265172,0.9983967966616552
N32,0.3129716798388346,0.42075292381663976,0.6331218486740078,0.8470639262963717,0.8491212111707077,0.8803405160227318
